epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,2.1795424175262452,0.2,0.1700873173175796,2.0685373401641844,0.22,0.1869075899374257
2,2.0137531487147013,0.2625,0.2345890384437424,2.0131432501475017,0.25,0.2272581002704666
3,1.960071899096171,0.28208333333333335,0.25365970029902096,1.9775681114196777,0.26666666666666666,0.24847087175267984
